Series_Title,Overview,IMDB_Rating,Poster_Link,Film-Noir,Sport,Mystery,War,Thriller,History,Musical,Fantasy,Animation,Comedy,Adventure,Action,Horror,Music,Sci-Fi,Biography,Western,Crime,Drama,Family,Romance,Emotion
Crash,los angeles citizens with vastly separate lives collide in interweaving stories of race loss and redemption,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Kung fu,in shanghai china in the s a wannabe gangster aspires to join the notorious axe gang while residents of a housing complex exhibit extraordinary powers in defending their turf,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMjZiOTNlMzYtZWYwZS00YWJjLTk5NDgtODkwNjRhMDI0MjhjXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,Angry
The Bourne Supremacy,when jason bourne is framed for a cia operation gone awry he is forced to resume his former life as a trained assassin to survive,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Angry
The Machinist,an industrial worker who hasnt slept in a year begins to doubt his own sanity,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear
Ray,the story of the life and career of the legendary rhythm and blues musician ray charles from his humble beginnings in the south where he went blind at age seven to his meteoric rise to stardom during the s and s,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Sad
Lost in Translation,a faded movie star and a neglected young woman form an unlikely bond after crossing paths in tokyo,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Harry Potter and the Goblet of Fire,harry potter finds himself competing in a hazardous tournament between rival schools of magic but he is distracted by recurring nightmares,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Happy
Man on Fire,in mexico city a former cia operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Angry
Coraline,an adventurous yearold girl finds another world that is a strangely idealized version of her frustrating home but it has sinister secrets,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Happy
The Last Samurai,an american military advisor embraces the samurai culture he was hired to destroy after he is captured in battle,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Angry
The Magdalene Sisters,three young irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a magdalene sisters asylum,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTI2NzU1NTc1NF5BMl5BanBnXkFtZTcwOTQ1MjAwMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Good Bye Lenin!,in  to protect his fragile mother from a fatal shock after a long coma a young man must keep her from learning that her beloved nation of east germany as she knew it has disappeared,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
In America,a family of irish immigrants adjust to life on the mean streets of hells kitchen while also grieving the death of a child,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
I Am Sam,a mentally handicapped man fights for custody of his yearold daughter and in the process teaches his coldhearted lawyer the value of love and family,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYzEyNzc0NjctZjJiZC00MWI1LWJlOTMtYWZkZDAzNzQ0ZDNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Adaptation.,a lovelorn screenwriter becomes desperate as he tries and fails to adapt the orchid thief by susan orlean for the screen,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjIwZWU0ZDItNzBlNS00MDIwLWFlZjctZTJjODdjZWYxNzczL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Black Hawk Down, elite us soldiers drop into somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavilyarmed somalis,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Angry
Road to Perdition,a mob enforcers son witnesses a murder forcing him and his father to take to the road and his father down a path of redemption and revenge,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNjcxMmQ0MmItYTkzYy00MmUyLTlhOTQtMmJmNjE3MDMwYjdlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Das Experiment,for two weeks  male participants are hired to play prisoners and guards in a prison the prisoners have to follow seemingly mild rules and the guards are told to retain order without using physical violence,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNThiMDc1YjUtYmE3Zi00MTM1LTkzM2MtNjdlNzQ4ZDlmYjRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear
Billy Elliot,a talented young boy becomes torn between his unexpected love of dance and the disintegration of his family,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNGY3NWYwNzctNWU5Yi00ZjljLTgyNDgtZjNhZjRlNjc0ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Sad
Hedwig and the Angry Inch,a genderqueer punkrock singer from east berlin tours the us with her band as she tells her life story and follows the former loverbandmate who stole her songs,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZGY5NWUyNDUtZWJhZi00ZjMxLWFmMjMtYmJhZjVkZGZhNWQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Happy
Ocean's Eleven,danny ocean and his ten accomplices plan to rob three las vegas casinos simultaneously,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Angry
Vampire Hunter D: Bloodlust,when a girl is abducted by a vampire a legendary bounty hunter is hired to bring her back,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNTIyNThlMjMtMzUyMi00YmEyLTljMmYtMWRhN2Q3ZTllZjA4XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Angry
"O Brother, Where Art Thou?",in the deep south during the s three escaped convicts search for hidden treasure while a relentless lawman pursues them,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Angry
Interstate 60: Episodes of the Road,neal oliver a very confused young man and an artist takes a journey of a lifetime on a highway i that doesnt exist on any of the maps going to the places he never even heard of searching for an answer and his dreamgirl,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZDYwYzlhOTAtNDAwMC00ZTBhLWI4M2QtMTA1NmJhYTdiNTkxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Happy
"South Park: Bigger, Longer & Uncut",when stan marsh and his friends go see an rrated movie they start cursing and their parents think that canada is to blame,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BOGE0ZWI0YzAtY2NkZi00YjkyLWIzYWEtNTJmMzJjODllNjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Happy
Office Space,three company workers who hate their jobs decide to rebel against their greedy boss,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy
Happiness,the lives of several individuals intertwine as they go about their lives in their own unique ways engaging in acts society as a whole might find disturbing in a desperate search for human connection,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BM2FlNzE0ZmUtMmVkZS00MWQ3LWE4OWQtYjQwZjdhNzRmNWE2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Training Day,a rookie cop spends his first day as a los angeles narcotics officer with a rogue detective who isnt what he appears to be,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMDZkMTUxYWEtMDY5NS00ZTA5LTg3MTItNTlkZWE1YWRjYjMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Rushmore,the extracurricular king of rushmore preparatory school is put on academic probation,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMjE2OTc3OTk2M15BMl5BanBnXkFtZTgwMjg2NjIyMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
Abre los ojos,a very handsome man finds the love of his life but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYjA2MTA1MjUtYmUyNy00NGZiLTk2NTAtMDk3N2M3YmMwOTc1XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Disgust
Being John Malkovich,a puppeteer discovers a portal that leads literally into the head of movie star john malkovich,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYmUxY2MyOTQtYjRlMi00ZWEwLTkzODctZDMxNDcyNTFhYjNjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
As Good as It Gets,a single mother and waitress a misanthropic author and a gay artist form an unlikely friendship after the artist is assaulted in a robbery,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Happy
The Fifth Element,in the colorful future a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep evil and mr zorg at bay,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Angry
Le dîner de cons,a few friends have a weekly fools dinner where each brings a fool along pierre finds a champion fool for next dinner surprise,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjFkOWM5NDUtODYwOS00ZDg0LWFkZGUtYzBkYzNjZjU3ODE3XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy
Donnie Brasco,an fbi undercover agent infiltrates the mob and finds himself identifying more with the mafia life at the expense of his regular one,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Angry
Shine,pianist david helfgott driven by his father and teachers has a breakdown years later he returns to the piano to popular if not critical acclaim,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTQzMzcxMzUyMl5BMl5BanBnXkFtZTgwNDI1MjgxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Sad
Primal Fear,an altar boy is accused of murdering a priest and the truth is buried several layers deep,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Hamlet,hamlet prince of denmark returns home to find his father murdered and his mother remarrying the murderer his uncle meanwhile war is brewing,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BM2U5OWM5NWQtZDYwZS00NmI3LTk4NDktNzcwZjYzNmEzYWU1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
A Little Princess,a young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZDQzMGE5ODYtZDdiNC00MzZjLTg2NjAtZTk0ODlkYmY4MTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Happy
Do lok tin si,this hong kongset crime drama follows the lives of a hitman hoping to get out of the business and his elusive female partner,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjM4NWRhYTQtYTJlNC00ZmMyLWEzNTAtZDA2MjJjYTQ5ZTVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Angry
Il postino,a simple italian postman learns to love poetry while delivering mail to a famous poet and then uses this to woo local beauty beatrice,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_UY98_CR1,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Happy
Clerks,a day in the lives of two convenience clerks named dante and randal as they annoy customers discuss movies and play hockey on the store roof,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy
Short Cuts,the daytoday lives of several suburban los angeles residents,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZWY0ODc2NDktYmYxNS00MGZiLTk5YjktZjgwZWFhNDQ0MzNhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
Philadelphia,when a man with hiv is fired by his law firm because of his condition he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
The Muppet Christmas Carol,the muppet characters tell their version of the classic tale of an old and bitter misers redemption on christmas eve,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BN2Y0NWRkNWItZWEwNi00MDNlLWJmZDYtNTkwYzI5Nzg4MjVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Happy
Malcolm X,biographical epic of the controversial and influential black nationalist leader from his early life and career as a smalltime gangster to his ministry as a member of the nation of islam,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZDkzOTFmMTUtMmI2OS00MDE4LTg5YTUtODMwNDMzNmI5OGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR3,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
The Last of the Mohicans,three trappers protect the daughters of a british colonel in the midst of the french and indian war,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZDNiYmRkNDYtOWU1NC00NmMxLWFkNmUtMGI5NTJjOTJmYTM5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Angry
Kurenai no buta,in s italy a veteran world war i pilot is cursed to look like an anthropomorphic pig,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjVkYmFkZWQtZmNjYy00NmFhLTliMWYtNThlOTUxNjg5ODdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR4,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Happy
Glengarry Glen Ross,an examination of the machinations behind the scenes at a real estate office,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
A Few Good Men,military lawyer lieutenant daniel kaffee defends marines accused of murder they contend they were acting under orders,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMmRlZDQ1MmUtMzE2Yi00YTkxLTk1MGMtYmIyYWQwODcxYzRlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear
Fried Green Tomatoes,a housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BOWQ1ZWE0MTQtMmEwOS00YjA3LTgyZTAtNjY5ODEyZTJjNDI2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sad
Barton Fink,a renowned new york playwright is enticed to california to write for the movies and discovers the hellish truth of hollywood,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTgxMDMxMTctNDY0Zi00ZmNlLWFlYmQtODA2YjY4MDk4MjU1XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Fear
Miller's Crossing,tom reagan an advisor to a prohibitionera crime boss tries to keep the peace between warring mobs but gets caught in divided loyalties,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTY2Njk3MTAzM15BMl5BanBnXkFtZTgwMTY5Mzk4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Who Framed Roger Rabbit,a toonhating detective is a cartoon rabbits only hope to prove his innocence when he is accused of murder,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMDhiOTM2OTctODk3Ny00NWI4LThhZDgtNGQ4NjRiYjFkZGQzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Happy
Spoorloos,rex and saskia a young couple in love are on vacation they stop at a busy service station and saskia is abducted after three years and no sign of saskia rex begins receiving letters from the abductor,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BNDcwMTYzMjctN2M2Yy00ZDcxLWJhNTEtMGNhYzEwYzc2NDE4XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UY98_CR0,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disgust
Withnail & I,in  two substanceabusing unemployed actors retreat to the countryside for a holiday that proves disastrous,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BYjE3ODY5OWEtZmE0Mi00MjUxLTg5MmUtZmFkMzM1N2VjMmU5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Happy
The Last Emperor,the story of the final emperor of china,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZTk0NDU4YmItOTk0ZS00ODc2LTkwNGItNWI5MDJkNTJiYWMxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Sad
Empire of the Sun,a young english boy struggles to survive under japanese occupation during world war ii,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMmQwNzczZDItNmI0OS00MjRmLTliYWItZWIyMjk1MTU4ZTQ4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Angry
Der Name der Rose,an intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BZjEyZTdhNDMtMWFkMS00ZmRjLWEyNmEtZDU3MWFkNDEzMDYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Angry
Blue Velvet,the discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMzExOTczNTgtN2Q1Yy00MmI1LWE0NjgtNmIwMzdmZGNlODU1XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Disgust
The Purple Rose of Cairo,in new jersey in  a movie character walks off the screen and into the real world,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BY2E1YWRlNzAtYzAwYy00MDg5LTlmYTUtYjdlZDI0NzFkNjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Happy
After Hours,an ordinary word processor has the worst night of his life after he agrees to visit a girl in soho who he met that evening at a coffee shop,0.0588235294117653,"https://m.media-amazon.com/images/M/MV5BMTUxMjEzMzI2MV5BMl5BanBnXkFtZTgwNTU3ODAxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Angry
